pipeline_id,execution_time,records_processed,missing_values,duplicate_records,alert_count
8,8.906606511491981,2000,5,3,2
5,4.742529320944153,2068,6,1,2
2,6.457518566287559,3781,8,0,2
6,2.2050053521614714,2019,3,3,0
5,4.130450140532797,2418,4,4,2
2,5.924930611605301,4589,1,2,1
3,5.211724796096106,2365,5,0,0
9,6.6493346688211235,1905,3,4,0
7,3.7946562308826723,3223,4,3,0
7,1.5000229023526694,504,6,4,1
6,7.244180460644541,1668,5,1,1
8,3.127701421458183,2898,7,2,1
4,6.013208055003968,3130,5,0,1
8,5.90171373297683,847,9,3,2
4,1.6724936099360161,4720,7,2,2
8,7.0982508344800515,2313,3,3,1
9,3.8668656109420616,3842,6,4,1
3,5.110109243973923,3074,2,3,2
3,4.2836348720688875,4325,0,3,2
2,8.245183004465819,552,8,4,1
10,7.686980416368126,648,8,4,0
3,1.3753308324585558,1002,5,2,0
3,9.517654243816377,1369,1,0,1
5,3.6433865349696077,4021,7,4,0
5,9.204873353963677,4814,9,2,2
2,4.487580855720031,4371,5,3,0
10,4.31816658781613,1800,6,3,1
6,4.505344533844355,2999,0,1,0
5,4.19842071004102,4533,2,4,0
6,10.048793075646444,3789,0,2,0
1,4.847273601358731,4353,9,2,2
5,4.395407134922621,2951,0,0,2
9,5.154021514985888,4885,0,2,2
10,3.0653296061505895,838,3,4,1
2,8.194241068580501,3324,6,2,0
1,2.0578383286137374,2193,6,1,2
10,3.7719827858571895,1486,4,3,2
9,6.873320619693584,3990,5,3,0
10,5.084704261534864,3233,1,2,1
9,6.098430365000093,4267,4,2,0
9,8.06632823337086,4576,6,2,1
6,7.00760309666496,2506,8,2,0
8,5.274952690282291,3607,5,1,2
1,9.178685299703597,4968,9,4,2
10,3.7433277024075338,3830,3,1,2
4,4.799380718014894,3541,2,1,1
1,4.939119336994467,1030,8,1,0
8,4.795156467966041,1423,6,3,1
1,2.8615786860776793,4618,5,1,2
3,1.8327003496790035,740,6,2,1
4,5.834403148758387,2396,7,1,1
8,3.7330524288986857,3824,4,2,1
6,8.81561757796256,1313,2,4,0
10,4.854915353529521,1282,2,3,1
7,4.49702148501702,4555,1,4,1
8,7.188679572805309,507,7,4,1
2,5.804385274895443,4273,0,3,2
10,4.648965144425902,3639,7,2,2
8,3.718536504471113,4289,2,2,0
3,12.31540360799815,4551,8,2,2
7,5.723571524523477,1017,1,3,0
3,7.168859154768793,3690,9,1,2
7,2.9541089595330092,3602,8,0,0
2,3.8440292271526504,3216,5,1,0
10,9.224691776580578,1078,0,1,0
6,7.793861878711271,4982,4,4,2
3,5.915244207466566,2365,9,0,1
3,4.2368582164059525,1876,8,2,2
9,4.531928456086848,3438,5,1,1
7,3.647778529487742,1405,6,3,2
5,2.6863013397227173,1464,3,1,1
10,6.847688368522029,2476,0,2,2
7,6.077662445584117,2387,4,1,0
9,6.472157632684546,2947,1,4,0
1,4.326204024075472,1491,7,4,0
7,5.511277950266328,4056,3,1,1
6,4.135912470051731,4459,0,4,1
10,3.5453838744593873,4104,9,3,0
9,8.334124872284352,1583,6,0,1
1,5.243014593681486,934,1,1,0
4,6.01490867657308,520,2,3,2
9,6.671508027715002,3422,8,3,1
4,5.268081772466048,2425,8,3,1
10,5.481265488050309,1972,1,2,2
3,2.8267496460925856,1599,2,1,1
9,3.2077699431268294,3137,8,1,1
2,3.104370489743107,889,0,1,1
4,6.21091683364107,3913,1,0,2
6,5.14178130564413,3115,1,3,0
2,3.2079368724688244,1854,9,1,0
8,6.160197683270414,505,2,4,2
8,6.086912921908212,690,9,2,2
1,3.6100680174012707,647,2,0,2
3,4.944344910741452,4853,9,2,0
10,6.0942833501209535,4050,1,3,2
9,3.283289291761153,4605,7,4,0
5,6.132453529791901,1610,7,3,2
6,5.602047208327123,4333,7,1,1
4,3.001600588997947,1124,1,2,0
10,5.439593469996204,4625,8,4,0
2,5.731297173311809,2675,6,2,2
8,3.747997747722402,3649,4,0,1
6,3.905432700267582,1578,6,4,0
5,2.9831601381376203,4051,7,0,2
9,4.102002061752212,2852,8,4,1
1,4.975835979125704,1045,1,1,0
5,3.910955682611359,1695,5,2,2
6,2.0302242035122253,2569,8,2,1
5,3.6228239507267466,3858,5,3,0
6,4.165415786375996,2938,1,4,0
6,6.633677419264504,1116,0,4,1
7,6.189529829553861,4744,2,0,2
4,6.672442157750004,3843,4,4,2
8,3.5219622060020637,2311,6,2,1
7,5.283101558158687,671,9,4,0
9,0.15390700199693264,4642,9,3,1
7,5.857840796361977,1125,2,3,1
3,6.221795347801595,4563,8,2,1
3,4.296749664278152,2754,9,2,0
8,5.5908596234435635,952,3,2,1
5,1.9701514492598946,1918,9,4,1
4,3.397866019200352,1253,1,4,0
8,6.530898476864551,3872,2,1,0
6,6.022506557079149,3223,4,0,1
2,4.176290977910464,3510,2,4,2
4,6.622724634809421,3411,4,1,1
4,5.276596233599822,1725,3,1,0
6,3.991558072155681,667,9,3,0
6,4.634345378793412,4185,2,4,0
1,4.0891646173769285,585,5,1,2
8,2.632448098362944,2177,7,3,0
6,7.513371611804203,2482,3,0,2
3,3.863951133414818,1986,8,3,0
9,3.3352785714061772,941,5,0,0
2,1.9413033589732822,770,4,2,1
8,-0.2719357351782534,843,2,2,2
10,6.402993736237974,1706,4,3,1
3,6.587217374072424,3581,4,2,2
5,7.3860771691894165,1757,3,4,0
6,4.701921367659636,2791,5,3,0
10,4.356014945412809,2032,2,1,2
6,3.9845537733937175,3922,9,4,1
4,4.166884740323594,4862,0,3,2
3,7.239580701480374,2153,6,0,2
4,4.946969502542084,738,6,2,2
1,5.756141592002805,1414,3,2,0
4,4.115986336079192,1938,8,2,2
1,7.641695812441414,3516,1,3,0
1,1.1905222411305214,1960,0,4,1
10,2.5589516505639085,3579,2,0,0
6,5.759421048469116,2758,6,2,1
5,8.50122150246187,866,8,4,1
4,4.5497996004824595,3491,1,1,1
3,3.315258388545313,4241,5,1,0
1,7.001325410316688,585,2,0,2
6,5.647396884029799,2993,4,2,0
2,7.580427623988488,631,8,1,1
8,2.4192978305113164,1403,2,4,2
10,7.423336972021852,3956,0,4,0
5,1.9030850864634568,1721,4,1,1
7,4.423655707690266,2263,0,2,1
10,5.825565505647853,3304,7,0,2
2,5.372026756398188,1726,6,2,0
8,7.121184671964734,1784,1,3,2
2,1.346679965981553,1189,8,1,2
4,5.282014959398073,4935,4,3,2
1,7.399284065567894,2496,6,1,2
5,5.118588454144193,4881,3,0,0
9,2.715320640466595,1609,0,2,2
1,7.015014789653305,929,7,2,1
9,3.7033794597126084,4626,0,1,1
8,3.351353975874243,4281,2,4,1
6,3.099728494232986,1102,5,3,2
7,4.602629774102075,939,7,2,1
3,5.366120440745742,1484,7,2,0
1,2.461799890593841,2418,1,1,2
5,2.8727082465401117,1027,8,4,2
2,3.611034248275564,4905,3,3,2
5,3.090022704226719,3496,3,4,0
8,5.0735164530988595,3967,1,4,2
9,5.722443192801761,1861,0,1,2
2,5.447747620533186,1203,9,4,1
3,5.450663777495605,1162,6,3,1
3,8.341983430577223,864,9,0,2
1,5.84736719925431,1422,2,0,0
8,6.567928495778494,4356,3,3,1
6,4.170768500446054,675,8,1,2
8,6.888012285322983,1435,5,2,1
9,4.075294952413357,881,0,1,1
5,5.822896655177181,805,8,3,0
3,2.257266263635235,2890,8,4,2
5,5.332468263976243,2703,4,0,1
5,3.0492395296613246,1965,7,4,2
5,6.872071308967815,3771,6,1,0
3,6.751752923997569,902,7,3,0
10,4.066745224881815,3170,8,0,1
4,9.09914985724908,2301,1,3,0
9,4.42824340761305,3150,9,0,1
10,1.7759621986549456,676,4,0,2
9,3.44176405927464,1242,7,0,1
2,2.911717955284298,2848,2,1,1
8,5.7592042035725095,4902,5,3,0
8,2.529273946655095,1250,5,2,2
7,3.9215719683875094,1368,6,2,2
8,5.62910434107354,4562,2,2,1
3,5.2772917894236056,4467,7,3,2
6,4.974712375316441,713,7,4,2
1,5.252001038088134,2117,8,3,1
7,4.2589998049846916,3030,7,0,1
1,1.792495888667339,3833,2,4,2
9,4.20632355851071,2097,5,0,1
1,5.937499568630571,1011,8,0,0
1,4.7261300227811915,752,0,3,2
7,5.782976746261002,4633,2,2,1
2,3.8264339409810293,1128,1,4,2
5,6.988672159755858,3976,7,1,2
8,-0.11263573494266765,1486,5,2,0
8,5.282881025846709,2225,9,1,0
3,7.697760694242557,2593,7,3,2
7,7.995397032082925,2201,1,4,0
3,4.536347661515049,804,5,3,1
6,2.3476036887142318,4578,6,1,2
6,7.732945684686718,2780,7,0,0
3,4.8962696663888785,4840,8,3,2
7,4.682060921460239,3307,4,4,2
3,3.2142907182445386,3386,2,3,1
8,2.500225038283485,3954,1,2,1
10,6.127726337848708,1524,7,3,1
4,6.339742909517321,4812,0,1,0
1,5.403088003598843,3475,9,3,0
4,3.471908436812314,1006,5,4,0
7,2.8700023497817004,3451,1,3,1
4,2.135502689560214,1553,2,3,2
6,3.8789096478440537,3174,7,4,1
9,2.988292870502072,3067,0,3,0
1,1.5813806094179093,2404,5,4,0
5,6.302690024706097,4870,2,1,0
7,2.3618722770300655,3394,5,4,1
1,6.967845362861468,1600,2,1,0
4,5.788143420226927,4161,7,1,1
6,5.5886823752367984,2136,4,4,2
2,8.330618092120183,1955,3,3,1
10,2.4283947318709505,4113,8,2,0
5,6.747543992097592,538,4,4,2
10,4.404714853957141,3584,3,3,0
1,10.14214031325908,4739,7,1,2
6,4.238411137721581,3231,7,0,0
6,3.9153833277487635,2915,7,2,1
4,5.851071549714533,1258,3,3,0
8,4.582182935582721,4842,0,2,1
4,3.4830740754002614,3616,1,0,1
8,3.0594464321283255,1264,3,0,2
8,7.9164089767748065,2922,9,0,1
5,2.6730767362000165,1814,1,4,1
4,5.446175120761,4802,9,2,1
2,7.11236827925219,4495,2,4,2
3,7.208989970885266,4529,8,0,0
3,3.7966951956371204,4193,8,3,0
4,4.587630398748475,3685,8,0,1
4,4.199612997971254,3366,6,4,1
10,1.9299624746682502,1817,3,0,0
5,6.07503476604023,1200,0,0,1
4,5.077007291269617,4883,2,4,0
10,7.881170161203758,2701,7,4,2
8,3.3535898053971542,2093,3,3,1
6,7.1773931172353915,4487,9,4,1
6,7.3184683005684095,4645,9,3,0
8,5.094143373615775,1730,1,1,0
7,0.6582768583326617,3112,7,1,2
10,3.9748646851114193,3637,6,4,1
10,8.571742248608233,2408,9,0,0
8,5.5941115429838195,2290,8,2,2
2,6.386799411743771,3428,1,0,0
9,4.8216668367300635,1588,4,4,0
1,4.553114180273743,2881,5,3,2
8,1.2653108626009875,4627,1,0,2
4,6.589478434110614,3445,1,1,2
4,7.159362409444753,4069,9,4,2
5,3.0982754290666232,1665,3,0,2
8,4.642289756983385,1100,7,0,2
5,4.372517445291418,2525,4,3,1
8,5.840306587972572,2084,8,3,2
10,3.9112728369818104,1487,3,3,1
1,6.862681846366005,2465,2,2,0
10,5.142648632248978,1939,9,4,0
9,-0.09884611116939546,1368,7,4,2
6,5.885440550385287,2563,0,1,0
3,6.992701975181569,1629,8,1,2
8,2.6958766794701225,4878,3,4,2
9,5.817453869949149,4956,8,0,1
6,8.65991933950842,4229,7,4,0
7,5.224132750356477,2434,2,2,2
1,7.283257728658979,1576,2,1,0
5,4.115690059526959,2139,8,1,1
5,4.964071423085688,1892,2,1,0
10,4.590757424147309,530,3,4,1
4,4.2257591473048866,1203,8,1,1
6,4.704555909833847,1368,3,1,1
7,1.738636438151365,732,2,4,2
9,4.338239731233407,1450,6,0,2
1,7.67561291085357,558,5,1,0
6,3.0726198862963336,3318,0,1,2
7,2.867733457053379,4100,9,1,2
3,5.1224247427895095,3649,7,2,0
8,5.222366286714489,801,0,4,1
5,5.754929438107973,3350,3,1,1
9,4.772522853630722,3444,5,2,0
5,5.1437283289166675,2423,5,0,2
9,4.298230452742001,816,6,0,0
10,2.4484076894000717,2388,4,2,0
4,4.857216263378699,3215,4,0,2
9,6.449193992884927,2381,3,3,0
5,6.030109252704668,4398,5,0,2
10,1.5115157461214253,4613,6,3,2
9,5.5038507266181655,1678,9,2,0
3,3.2144609482856614,4355,9,3,1
4,7.7843280104427635,4955,0,0,2
9,5.6525395658567605,831,8,1,1
10,6.792567920261213,1027,7,3,2
6,5.04233628882972,2559,6,0,1
2,4.867890002205045,1598,8,1,0
7,7.991689835306493,711,2,2,2
2,6.945548793250032,2214,9,2,0
2,5.235717304495095,3188,3,4,0
1,4.600667147725204,2830,6,2,0
3,1.5856505489382604,3766,5,4,2
6,5.649135069748279,1532,1,2,0
8,4.74779206136057,1832,1,2,0
9,6.107912094164552,2340,9,2,2
7,6.7156376830695725,2638,6,4,0
4,7.465842190094493,4591,8,4,2
6,5.673985821788809,943,8,3,0
5,2.9072790697435895,4674,6,0,1
8,0.7013728981637337,1998,7,0,0
1,3.350600279286417,1426,9,0,1
1,7.666976999010135,1122,2,2,2
6,8.646982938598882,1979,0,0,1
10,4.524198496461649,3537,6,4,2
2,2.0780814914352974,3885,7,3,0
5,3.70317284999432,3818,1,1,1
1,7.275611645395742,733,8,3,0
7,3.8179736529457866,2117,3,0,1
1,6.178247895335028,3191,9,0,2
4,5.337116602596071,2530,8,4,2
9,6.420006518074108,886,2,3,2
1,8.636021997894076,2134,7,4,2
4,6.179562951068677,4633,1,4,0
6,5.293832553275859,1684,2,1,0
6,8.856747131617839,2467,0,4,0
8,5.699104203250123,740,4,4,0
1,3.4141050053367987,1061,3,1,0
7,6.374930579538971,2499,0,2,2
1,5.894911084265941,2429,9,2,0
7,4.3841953154588005,3279,8,1,0
3,3.964827895067453,2175,5,4,0
8,4.403481025370184,3015,5,0,2
3,3.9362212849964866,2177,1,3,2
1,4.468480362574216,4641,6,0,2
8,3.314406795516277,4246,8,0,2
3,5.772309376319631,3856,5,4,0
2,5.622402627917639,2151,7,3,0
1,5.690403554458938,4677,4,3,1
3,4.8752613211266915,4341,1,2,0
2,4.644673487949876,2941,3,1,2
2,7.88401159530703,1094,0,4,2
6,5.134811773675605,3112,0,3,0
1,7.5275336921109535,4596,5,4,1
2,3.007168033667373,1996,1,2,2
6,6.178355668402757,4055,5,0,1
3,3.530593926679969,3858,0,3,2
4,3.887696143413331,2101,9,2,2
1,4.176188320144897,1414,2,4,0
8,4.050802062792443,2344,8,2,2
7,4.060790687036299,2495,1,2,1
7,7.43455017978113,594,7,2,1
3,5.09082234623528,992,5,2,0
10,5.450110778419218,3569,5,2,2
10,4.085680072897101,649,6,2,1
3,6.713878607436218,1546,4,1,0
2,5.710112556477839,3303,3,4,1
1,4.382142711300523,898,5,0,0
7,1.8314322147467137,4976,7,4,1
7,5.432592916803741,1051,3,3,2
2,6.151359045070917,794,4,3,1
7,3.0423043233533074,1643,6,4,1
8,4.409210762601675,955,5,2,0
1,6.074321002921912,2053,3,1,0
9,1.8581438857564652,668,3,0,0
7,3.7022956331802206,2446,9,2,1
3,5.753817883252803,753,3,4,0
8,7.21003687770322,2876,0,4,2
7,9.371559624542336,1820,4,1,0
8,8.91730953673418,3383,7,1,0
6,5.287538964632018,4107,6,4,2
9,4.031546237036095,2625,4,2,0
5,6.846244535541772,3996,2,2,0
3,3.912814152552685,2740,0,2,1
3,3.475809430108697,900,6,0,1
1,4.389467895269799,2656,2,0,0
8,4.138653399645786,2876,3,2,2
2,5.825261246131751,862,4,4,0
3,3.795196755731278,4438,7,1,0
8,5.170244114595629,4351,6,3,0
8,8.189906902810641,3912,8,1,1
4,5.244281428148096,2806,2,1,2
4,8.033484576243556,584,9,3,2
5,7.404113202131898,2324,0,2,2
6,6.1840804734012655,4385,0,1,1
5,4.291694420122959,807,9,3,1
7,7.081015954698208,4857,0,4,0
2,4.500050162723852,2421,1,4,1
7,4.9959806899460775,1130,1,4,0
10,5.660397348331188,2871,6,2,1
7,4.989265055213036,3800,8,1,0
1,3.559464563178926,4167,7,1,1
7,1.9458021700342614,1226,3,0,2
5,6.9182658606509575,2148,1,4,0
3,6.140684253612721,4812,2,2,1
3,1.558778015007316,1769,9,3,1
4,3.5064253009262867,818,4,2,0
2,5.358130858546769,3975,8,1,1
2,5.885144707121136,3278,7,4,2
1,1.9630926820658168,3558,2,0,0
5,4.821522666915157,4634,8,2,0
4,6.079309190507929,2102,9,0,0
10,4.29697639620144,2756,2,1,0
2,5.511659296868787,1329,9,3,0
3,4.024896235911046,1355,7,2,2
7,6.818392703399043,3148,0,1,0
7,3.4014285722674575,2358,3,4,2
4,2.71584352181124,1602,3,2,2
5,5.057853728123101,2981,5,0,2
5,2.1329480554230087,2320,1,2,0
6,0.7897776238744196,2579,6,1,2
9,7.167470596108027,3658,4,1,0
2,3.0315510368783625,2940,9,0,2
5,2.3326968348323747,4184,5,1,0
3,3.3764824461007836,1755,5,2,1
4,3.2866987371784093,3457,5,0,1
10,4.715777077672912,4151,9,1,2
6,2.8130265326280663,2739,7,1,1
8,5.996372284512311,2439,9,2,2
1,6.29246826231543,769,3,1,2
10,2.4500170987689294,4564,9,2,2
8,3.763806754103225,4275,7,4,1
7,3.953885519922828,1612,8,2,2
1,4.669985277267316,1148,3,3,1
2,7.165367033967364,1679,0,1,1
3,7.280626830005216,2642,2,4,0
1,9.997734772331572,516,0,0,1
9,0.4612521416916433,616,6,3,0
8,3.151408553696742,2045,0,0,2
2,8.628018362149968,3651,3,3,2
9,1.3985993644463304,3193,0,4,0
7,8.582530128341412,4589,1,4,2
9,5.294702546286489,1776,0,4,0
6,5.368265546045089,3740,4,3,0
6,2.4404040277610592,4288,6,2,2
4,4.0976735599914065,871,2,0,0
10,8.494752719419813,3307,7,2,0
10,4.904633729517546,655,4,2,0
2,4.1110019435795895,3161,4,1,2
7,5.811438392758472,964,4,0,2
5,4.615564799394686,4815,7,3,2
6,5.690302299612882,2273,1,1,2
2,3.3005173356801576,616,1,1,2
5,4.845694702783789,2603,7,4,1
10,3.7178474691185626,1874,8,3,1
4,1.392066718610645,3703,9,2,0
9,5.9639155744953705,4903,9,2,1
6,2.532454316888889,4046,1,2,2
2,4.670518139791795,4477,3,4,2
1,6.852136491655822,4817,7,2,2
5,2.00437308691914,1696,1,0,0
9,6.209368193899204,3911,3,2,0
6,4.400373086062675,1296,9,2,0
10,3.066953198145872,4392,0,0,0
7,9.045846577772137,650,1,4,0
5,4.998887408490329,3749,6,1,0
10,3.8638142208465176,611,0,3,1
6,3.4395741552671963,1182,0,4,2
5,6.762324936873393,1661,1,2,1
9,3.775887547073177,2879,3,1,0
6,6.513036197082052,660,6,3,2
8,4.995040337753679,1925,3,3,2
2,7.232376128867697,4161,4,3,2
9,2.914921105034232,777,3,0,1
5,3.193873521807991,3891,3,0,2
7,4.437989371939863,2056,8,1,0
10,4.603867004950448,2415,5,2,0
1,4.290885942605978,3607,2,1,1
10,10.262880810853035,802,5,2,1
5,9.126494008703816,3273,6,4,0
10,5.598110149642086,4781,6,3,1
2,5.833944148100915,3745,7,3,2
6,4.527135639840838,1500,3,0,1
1,2.9003489329637384,4334,0,4,2
3,4.635855518889496,4506,5,4,2
5,6.5422355029241075,2218,7,2,2
4,7.611253523136018,4330,4,4,2
3,6.991416841045411,3681,2,0,2
10,1.980451413691577,3382,3,2,0
5,4.421544643692574,1498,7,1,0
8,2.0622648702680153,784,5,2,0
4,7.337687114805437,920,4,1,2
1,4.1752312103993345,2660,8,2,1
7,4.905779768737934,3565,9,3,1
8,5.960100536010003,2775,2,1,2
3,10.532279839623797,1994,6,0,1
6,5.536549879579052,4384,8,1,2
2,4.523457924387497,3043,3,1,1
7,2.51791575759272,4626,9,2,2
8,7.917278897006211,4757,9,3,1
6,4.63672707140585,2341,2,2,1
6,8.314284929855399,1221,0,2,0
5,7.211226225897446,1901,8,3,1
8,4.074087794783057,945,0,2,1
1,2.2154476382881914,3291,1,3,2
10,5.545138234407213,4267,8,0,1
4,3.7701929424567964,3051,4,3,1
4,5.078691684912611,2467,3,4,1
3,7.098099213708675,4388,8,3,1
3,1.6928357687503328,3231,8,3,1
4,5.5292276881364275,3129,1,4,0
1,6.519192381771473,2464,2,3,1
2,6.616221123512126,1557,2,1,2
9,2.272915657625154,1257,4,2,2
10,5.838672939547927,2295,2,2,1
2,7.407073163813385,2143,9,0,1
5,5.686467596800151,523,5,0,1
9,4.768611587782926,1739,1,4,0
9,7.279225881146887,4650,5,1,2
8,3.61136237912234,3597,5,0,0
1,1.9403341835934595,1804,1,2,0
1,4.5988043701381365,3042,5,0,1
9,6.070090383407997,4212,5,0,1
8,7.077873522872867,4455,5,3,2
10,6.061005148335864,4803,4,0,1
9,6.671642137449716,4728,6,4,2
7,7.090622860207919,1805,4,2,0
3,4.3212459874037785,4964,0,4,2
3,4.704121396184821,3674,8,4,2
2,7.5743355862997515,4128,2,1,2
5,2.5796859515386252,1281,1,3,0
3,5.85826572304459,1066,9,4,0
6,3.5665823421659573,4632,5,1,1
2,7.2005232064619396,4773,7,2,1
3,4.964129038849721,1138,1,2,2
5,5.015187870756248,4200,3,1,2
1,8.457759774793372,4667,1,4,0
1,2.8479144411027075,2899,8,4,0
10,5.431638946437206,3170,9,3,0
9,4.639747737804358,1672,1,3,2
7,6.064822632086062,2220,9,2,2
1,8.858661573377892,604,1,3,0
8,3.789516980149635,2182,4,1,2
3,2.6052045752919097,4816,4,2,0
8,3.3813451486359876,2349,6,4,1
5,4.534363835558162,1362,0,2,0
1,5.128461667406654,3945,1,0,2
7,5.229057591573165,3065,5,2,2
5,8.605321902350868,798,1,3,2
6,8.249678089309683,3408,3,1,2
6,7.605892978133921,4637,9,4,0
8,10.028877273234684,1270,5,4,0
9,6.648196913325263,3039,6,3,1
2,7.21671016702528,1962,9,3,0
9,6.609541043787532,4354,4,3,1
10,6.281810627587573,3618,7,0,0
9,5.788793048365683,2632,5,1,0
10,4.206285910169359,2209,4,0,2
10,2.5064435043242708,1490,3,3,1
7,4.738692062075773,1210,5,1,2
1,6.131547399344127,4804,5,3,2
7,5.14452380194798,538,5,1,0
10,2.869328611761488,1775,0,4,0
5,4.668233900033243,1936,5,0,1
6,4.563994382833724,3493,0,3,1
10,4.87529071606244,1969,4,3,0
7,5.981830697853319,2599,6,2,1
5,6.412516073820605,873,0,4,0
7,3.999897098050895,4751,0,3,0
9,6.962242376025028,4525,5,0,0
3,7.263276239336625,1613,6,4,1
8,5.6406038660970905,3226,5,3,2
2,6.3295005439061365,2898,4,0,1
7,6.968462884923897,3734,5,2,2
2,2.8047107008410572,1765,2,2,1
4,7.109462669963592,3623,8,0,2
7,3.4198782548040936,1153,4,4,2
3,3.614596726743243,4658,1,0,1
2,5.392578335629522,1008,9,0,1
10,0.7119197486506614,2839,9,2,2
7,5.351240616451521,3662,6,2,0
1,6.963561893911605,2187,2,2,2
8,1.7081523071079667,1888,0,3,2
3,7.178018649092902,2697,2,3,0
2,3.6024247629450903,4411,8,1,2
3,5.413723560985601,3428,4,3,0
5,3.8928509859890763,1015,6,4,0
8,6.145836968258092,4158,2,4,1
10,7.049895112327527,2333,3,2,2
7,6.294020728764995,529,0,0,2
7,4.9920377010126,3714,2,2,0
7,4.0482893268131495,825,6,0,2
8,4.861395941257774,4266,3,2,0
1,6.311942929919283,4611,1,2,2
4,6.380532798345838,610,4,4,2
6,6.1016531643522445,606,4,0,0
9,2.434844916885911,2926,1,1,0
2,4.95395508312918,4878,5,1,2
1,3.7331420716056964,4864,9,2,2
10,6.329858039811656,3031,3,2,0
2,3.4700564932428066,3644,0,4,1
7,5.90410751616845,1298,2,0,1
3,4.435624478370941,2937,8,2,2
10,1.2418076334685173,2511,9,1,2
2,6.861918571775995,925,6,0,2
7,4.949425556272084,3544,5,2,0
2,7.551954591531383,3788,0,0,2
3,1.6693818426447256,3414,8,4,2
7,4.416957378165008,1739,8,1,2
4,4.567191158080271,3891,0,0,1
1,5.540412582476623,4713,5,1,2
5,2.3496253916860015,4497,6,2,2
9,6.088075713547558,3506,1,3,0
8,8.823324812562067,3539,9,0,1
9,5.949074692931063,1098,7,1,0
10,5.185744803647024,2587,7,0,2
9,2.245085185949253,1684,5,2,2
7,3.45150777288595,3250,8,2,2
4,4.888310198354454,3084,2,1,2
5,3.9404470583143416,4013,1,4,2
1,7.05251285254197,4554,1,0,0
1,6.0674064019372755,4883,5,0,2
3,10.384757175293942,4436,6,2,2
8,3.0382831271514172,2199,5,0,1
2,5.066229222783465,3075,2,1,1
4,2.2330152549314177,635,4,3,2
2,0.555118450819351,2525,7,2,2
5,6.445441958906305,4035,5,3,2
9,5.993230765934713,3390,1,0,2
1,3.29081913070842,3257,6,4,2
5,5.186059239186847,4273,7,1,2
9,3.7414648021489105,880,3,0,0
1,4.011585090313448,2028,0,1,0
9,4.359430774467452,4128,1,0,0
8,3.2068696451914445,1348,3,0,1
4,3.566700180360087,4627,6,0,2
10,3.623129112111492,2427,1,2,1
5,5.845757693506662,2665,5,3,1
5,-0.5484403519696288,4786,1,4,1
6,4.544741477030395,2621,6,3,0
7,2.8246362469246535,3418,1,3,2
8,2.8968946275494387,972,2,1,2
8,3.94869325183255,2287,8,2,1
2,4.971320580053684,613,3,2,0
9,4.5711762765866135,1836,4,0,1
7,2.8718789804035914,838,8,3,1
4,6.443393036891154,2785,6,4,2
4,3.1947920262790186,1696,7,1,0
8,3.5305874881477646,578,2,2,2
4,5.568983571789033,3152,3,0,1
6,5.640737128585483,4880,6,4,2
5,3.776600677734043,4818,3,3,1
3,-0.8723240601983129,3140,1,4,0
10,3.2290182268243033,1756,9,2,2
2,5.323776372480513,1327,5,1,2
9,6.37721610738006,3218,8,3,2
10,4.841406684943107,3310,1,1,2
9,4.042027905848769,3885,0,4,2
1,9.586422011398648,2465,7,4,0
10,4.255027756989291,2927,0,0,0
3,6.224465373582212,3341,0,3,2
8,2.329895809146208,1113,2,4,1
6,2.819664301582066,1062,4,2,1
5,6.29465122292445,4852,8,2,2
5,7.089122551570742,684,9,1,2
6,4.2205662196131914,2692,1,2,0
7,1.3027286167389587,4565,0,4,0
1,4.664885321197549,745,0,2,2
9,5.378811801559123,4586,7,3,2
3,5.1976360778576485,2734,9,1,1
4,3.8732206700779894,1365,9,3,0
10,4.6942317614781235,2587,9,4,2
1,3.500446311431788,1100,1,4,0
10,2.77632355252628,3533,8,2,2
3,6.51133704129361,2556,8,0,2
2,5.195596626805421,2631,1,0,2
2,4.698632882755341,1032,2,4,2
1,3.9857045144556773,2542,1,4,1
8,4.639652886929841,857,5,1,2
3,5.320632857573993,877,6,4,1
3,8.457363151628613,2719,5,4,1
6,6.309073699654288,4988,2,1,2
8,3.667381756101828,3807,2,3,0
9,3.688472514588618,3096,1,3,0
9,3.3766377993508088,1283,1,1,2
4,4.598958937494051,2879,4,1,2
5,3.375097099518231,4103,7,3,2
2,5.9496474899792515,1482,5,3,0
9,-0.2870325115961059,4442,8,3,0
8,6.070336618549488,3090,4,3,2
3,5.550754975610861,1542,9,2,0
9,7.525484966295279,3038,3,1,1
3,6.753579109107906,1361,8,0,0
9,3.6326044294918933,2376,9,2,0
2,6.528596161877014,2335,4,0,2
10,4.663865045571399,4708,0,0,1
9,1.13138648511146,4026,4,4,2
8,5.3176638794577835,2185,4,1,0
9,3.7514931588586102,3901,4,2,1
5,5.000443032794,2122,1,1,2
2,8.302899660550487,3157,5,3,0
8,5.449573805464317,2432,4,1,1
6,2.9653302976200075,1007,1,0,2
8,6.9288300112324075,3978,9,3,1
5,5.725085140272877,3156,7,1,0
10,2.7296763419361834,1621,5,1,2
2,1.787524465050688,789,9,0,0
6,3.045324881562559,3329,2,3,1
5,6.672603601343444,2709,8,0,0
5,4.396795732713908,1900,3,1,1
1,5.162285037910822,1066,2,2,2
2,2.3229406584476626,1973,6,2,0
8,6.726437958034847,2487,7,4,2
3,0.9696326712845256,4287,6,2,2
10,3.68924496786463,4365,0,3,2
3,5.836927718227588,3760,0,4,2
