pipeline_id,execution_time,records_processed,missing_values,duplicate_records,alert_count,failure
2,28.85,1580,27,62,2,1
4,28.41,9251,11,23,1,0
7,142.4,11868,49,44,2,0
6,77.72,6930,41,73,0,0
3,24.06,11359,25,67,6,0
10,137.18,2226,62,64,5,1
7,114.43,1669,98,24,3,0
8,126.03,4316,87,33,2,0
5,107.99,5846,80,41,9,1
4,123.32,5349,77,68,7,1
1,119.85,9961,6,43,0,0
1,133.48,8986,73,58,9,0
3,39.05,4764,3,4,9,0
9,123.56,5523,50,49,9,0
4,124.38,1477,36,70,4,0
7,17.93,11912,20,51,0,0
7,112.48,9081,98,24,10,0
6,132.88,8088,67,17,8,0
7,14.61,7951,50,52,1,0
7,145.32,1997,16,67,2,0
9,121.14,11882,11,30,2,0
5,55.03,3112,61,80,10,0
3,149.17,11399,56,72,7,1
8,45.44,1891,36,6,8,0
3,81.49,3330,43,59,9,0
7,68.21,6182,14,2,10,0
6,95.27,8613,84,29,4,0
6,73.28,7486,32,60,6,0
10,149.08,3770,10,26,3,0
9,22.23,8873,22,22,9,0
6,68.05,4473,7,64,1,0
10,66.67,2690,84,13,5,0
6,54.94,10522,30,75,3,0
5,71.8,8430,60,27,5,0
1,89.19,2264,85,35,0,0
6,13.0,8099,19,38,10,0
1,42.83,5707,34,62,5,0
10,65.46,5473,49,43,5,0
8,101.32,7193,52,25,4,0
9,24.08,2512,25,70,9,0
6,11.02,8258,61,64,3,0
4,70.59,11662,14,24,10,0
3,133.94,10370,2,14,6,0
3,28.2,2105,54,62,8,0
3,118.71,8273,27,10,10,0
6,116.11,4835,76,18,0,0
6,136.27,7348,57,38,7,0
3,68.0,2139,9,73,1,0
9,139.63,10429,84,39,9,0
2,21.37,11451,5,64,7,0
7,58.67,10141,97,79,7,1
10,84.52,2891,41,14,4,0
3,66.2,5290,13,5,9,0
3,11.72,11705,56,49,9,1
10,34.27,3148,90,4,9,0
4,45.09,5034,81,56,10,0
2,63.99,8600,41,19,5,0
10,35.89,5520,47,13,7,0
6,99.86,6903,35,43,10,0
2,88.19,3121,27,28,2,0
7,78.8,5119,2,31,9,0
9,73.27,10298,39,29,8,0
1,149.82,10497,53,36,1,0
6,148.35,9531,36,67,0,0
7,129.86,1721,30,50,10,0
2,90.27,8303,4,77,6,1
6,23.68,10034,13,0,8,0
4,46.64,3598,8,10,5,0
2,100.69,9836,34,40,7,0
4,102.31,7168,85,13,10,0
2,80.99,7885,54,72,2,0
6,64.74,2017,38,29,0,0
5,48.08,10580,86,51,3,0
3,56.25,3527,81,44,4,0
8,88.54,11783,15,29,6,0
10,14.76,5458,9,55,7,0
9,32.77,6834,16,1,2,0
9,78.82,3416,50,78,6,0
9,72.52,3020,83,4,0,0
9,85.55,6889,58,21,2,0
2,27.74,6916,76,18,1,0
4,58.62,2650,41,43,1,0
6,31.57,10756,71,79,3,0
4,96.87,9888,2,65,0,0
1,30.42,7927,14,68,9,1
4,132.17,9252,24,42,10,1
5,120.32,9346,47,30,8,0
7,143.64,3374,70,69,10,0
5,78.26,4489,48,71,3,0
6,83.16,1289,71,48,2,0
3,95.23,2551,70,26,3,0
3,115.34,2036,23,55,5,1
1,115.87,7469,46,75,6,0
3,59.15,8716,63,32,8,0
7,111.29,2991,91,58,1,0
6,70.72,5664,1,76,6,1
2,73.27,5766,57,19,4,0
2,35.3,10612,16,33,4,0
6,57.27,5654,71,30,0,0
4,26.53,2168,11,55,9,1
8,133.16,3897,99,7,0,0
6,115.68,2711,91,12,4,0
2,18.69,1589,57,36,5,0
7,67.56,6052,22,71,10,0
4,105.32,3245,26,42,7,0
2,29.64,6072,13,34,4,0
10,99.71,5779,97,30,0,0
9,134.64,8166,30,10,9,1
6,72.51,9230,12,47,9,0
10,48.91,4508,63,15,8,0
9,107.03,11984,38,38,5,0
2,40.62,2636,35,37,6,0
2,103.42,9105,49,14,3,0
7,101.4,2749,69,3,6,0
4,37.59,11663,87,11,6,0
7,23.65,8725,92,73,1,0
10,32.59,9033,78,80,3,0
9,118.14,2626,49,12,10,0
2,45.96,7946,49,34,3,0
9,29.77,9931,49,5,6,0
8,132.1,10662,48,80,2,0
8,99.17,10200,60,34,2,0
5,128.06,11970,6,75,9,0
6,34.97,11779,94,71,5,0
4,74.54,4058,6,22,2,0
4,141.89,7028,80,7,5,0
9,110.06,2590,72,35,8,0
3,74.65,8419,38,6,3,0
5,68.62,4252,82,1,6,0
8,67.11,5447,62,74,5,0
3,132.76,10848,76,46,5,1
10,55.69,7362,82,46,4,0
3,67.57,1294,58,16,8,1
10,107.07,3053,74,57,8,0
6,36.49,7725,22,61,6,0
9,60.22,8409,26,65,3,0
6,126.47,5139,12,12,5,0
7,147.89,4697,7,56,2,0
7,10.8,10867,5,79,8,1
8,90.25,1382,54,22,1,0
8,134.45,11737,30,57,3,0
3,118.38,9078,43,40,10,0
9,102.87,8605,58,13,2,1
9,15.2,11729,31,60,0,0
2,141.97,8534,79,13,7,1
1,120.88,2831,38,33,6,0
4,61.21,11023,23,55,3,0
9,120.34,10146,81,13,3,0
10,39.9,10379,17,31,7,0
3,143.61,3757,68,1,4,0
6,138.33,11324,72,54,3,0
4,120.85,8008,85,63,3,0
10,100.45,1546,74,0,3,1
8,99.09,7120,88,36,4,0
1,57.48,3780,86,42,1,0
5,17.22,9853,81,80,7,0
1,22.4,9877,48,54,9,0
3,53.56,2268,74,79,5,0
9,47.06,2202,36,35,10,0
2,116.51,8177,12,56,2,0
2,142.05,3163,30,36,3,0
5,48.53,8955,65,71,8,0
9,54.96,3673,23,25,7,0
2,144.53,10624,27,75,9,0
8,144.11,7783,64,35,7,0
7,10.89,9545,7,6,3,0
6,17.47,8569,82,22,0,0
7,67.33,10334,58,74,2,0
3,77.37,6091,48,61,4,0
8,97.67,2322,48,41,7,1
2,88.62,7628,82,75,5,0
7,30.37,7344,69,33,6,0
1,142.95,4669,15,67,6,0
8,28.76,10379,3,69,0,0
5,124.31,10718,75,14,10,1
10,116.22,6334,57,43,4,0
6,122.69,11026,51,56,0,0
7,97.11,10812,73,37,10,0
1,21.36,4823,4,75,9,0
6,49.35,9912,72,20,1,0
10,39.78,11995,98,3,3,0
7,53.01,4908,2,47,2,0
7,26.21,9440,64,25,9,0
8,80.89,3684,32,7,1,0
1,137.07,3500,12,42,4,0
3,90.54,6180,13,47,2,0
9,39.98,5130,44,68,8,0
2,141.56,8910,17,61,7,0
3,55.5,1717,64,74,3,0
6,132.94,4129,15,11,4,0
3,95.89,9476,80,76,10,0
3,115.05,3605,27,74,3,0
5,120.73,9061,82,53,7,1
3,93.63,11651,86,5,5,1
2,15.02,2476,31,63,9,0
7,96.9,10378,95,1,9,0
2,121.77,7217,86,71,4,0
5,65.75,3516,55,28,1,0
10,93.93,1854,75,23,1,0
9,12.38,8509,89,64,6,0
7,42.48,2698,75,12,7,0
2,84.62,10524,58,1,1,0
6,71.22,8467,81,22,6,0
5,40.24,7887,6,60,9,0
3,82.45,4889,96,75,0,0
5,45.15,2675,87,74,3,0
6,31.71,11915,26,14,2,0
8,50.37,4681,93,70,7,0
2,145.83,7533,55,8,6,0
3,46.75,9303,60,27,1,0
9,64.95,9147,13,66,9,0
9,106.37,1005,6,71,6,0
10,109.4,6300,99,22,7,1
5,46.97,5014,94,76,5,0
6,50.24,2223,54,73,6,0
1,45.16,6747,73,53,0,1
2,92.5,8424,62,21,2,0
10,39.99,9785,41,6,6,0
8,149.18,7795,40,79,3,0
6,24.29,3904,19,54,7,0
2,13.85,6848,1,15,4,0
3,115.6,10088,74,55,6,0
3,60.74,11958,52,50,4,1
5,143.19,3865,49,41,2,0
1,102.58,8220,80,26,9,1
2,27.22,3635,57,77,5,0
8,73.9,9241,99,2,5,0
9,38.87,11022,64,9,6,0
5,65.99,10191,50,5,0,0
5,69.98,10563,95,14,4,0
5,122.97,2067,32,28,5,0
7,141.14,11156,57,44,1,1
8,89.91,1958,24,17,3,0
9,140.09,4543,22,51,6,0
8,117.44,8019,61,57,8,1
7,48.79,4518,91,21,2,0
1,50.37,4832,79,63,8,1
7,132.48,4260,37,14,1,0
3,13.43,4680,69,65,9,0
1,86.73,5079,4,67,3,0
4,98.37,2452,89,79,3,1
10,128.78,8755,62,21,3,0
8,64.36,6025,72,39,2,0
9,108.65,10685,9,61,0,0
8,17.25,9987,42,80,2,0
2,103.32,4558,73,12,7,0
3,73.2,2980,48,30,10,0
9,18.49,11996,92,12,9,0
6,120.65,8382,21,8,9,0
1,111.8,7929,0,52,10,1
8,69.85,4654,86,69,1,0
4,13.2,10314,67,73,10,0
7,145.96,11180,86,63,6,1
1,83.44,9816,49,61,3,0
4,104.26,6431,59,60,7,0
2,21.8,2113,83,77,6,0
3,45.87,2809,24,65,7,0
9,114.34,3377,16,73,3,0
7,28.66,11865,3,58,2,0
1,137.37,7575,50,12,8,0
8,92.06,9494,28,11,0,0
3,116.23,10329,24,13,0,0
2,135.16,6352,29,13,6,1
1,109.54,9724,73,35,9,1
4,77.1,8405,15,53,5,0
5,14.15,8020,56,21,10,0
10,55.97,9424,27,47,2,0
6,35.75,8174,80,1,6,0
5,14.25,6193,75,27,5,0
1,10.65,7601,16,9,8,0
1,118.27,6599,14,7,0,0
9,45.51,9592,95,14,10,1
8,131.86,4571,3,22,10,0
8,45.03,4455,86,73,2,0
1,101.4,10789,45,11,4,0
3,88.04,1973,58,70,9,1
8,85.67,9995,40,52,10,0
6,40.12,9293,93,70,1,0
3,48.83,2734,94,35,7,0
6,49.9,11497,76,59,7,0
2,110.93,6096,95,61,8,1
1,66.96,9197,37,5,6,0
8,133.3,5360,55,52,3,0
5,14.28,5178,95,65,9,0
7,76.92,2540,59,46,3,0
7,60.57,2404,52,20,9,0
3,123.43,6543,27,13,7,0
1,93.12,9865,38,20,6,0
8,44.87,8565,19,47,7,0
4,64.02,8763,51,17,10,1
7,146.39,10099,92,44,2,0
3,47.94,1224,71,23,7,1
1,42.56,1412,84,31,5,0
10,17.68,5620,2,30,2,0
7,114.14,3378,10,2,2,0
4,111.7,6226,97,0,4,1
1,49.05,8597,23,63,1,0
5,49.51,9271,51,79,3,0
2,22.45,3085,81,37,7,0
9,142.16,9492,61,58,6,0
5,59.03,7858,25,3,10,0
2,144.92,5177,49,59,5,1
8,123.34,8453,74,41,9,0
6,118.75,4816,19,75,7,0
3,137.31,6172,95,72,0,1
4,123.42,7066,74,4,7,0
2,118.12,1226,20,56,9,1
10,123.3,3238,12,59,7,1
3,12.46,11136,76,32,7,0
8,75.56,3186,99,56,5,0
10,139.23,9228,98,10,7,0
9,30.39,10446,28,26,6,0
9,55.93,5751,83,62,1,0
4,101.78,3366,5,65,10,0
1,48.92,4306,15,80,3,0
2,142.78,9865,68,0,10,0
5,62.84,3858,47,14,7,0
2,10.05,5172,3,28,7,0
4,124.42,4044,7,4,7,0
10,97.59,6031,47,67,8,0
9,118.28,1330,92,74,0,0
2,40.6,6691,5,22,6,0
3,90.93,4180,62,66,2,0
6,120.74,5930,30,42,9,1
3,42.75,8971,21,38,9,1
3,69.82,11574,34,32,6,0
6,32.55,5774,64,40,9,0
6,56.58,5125,90,36,10,0
3,119.34,8850,32,6,1,0
2,56.94,9169,67,44,6,0
3,111.66,5873,47,3,5,0
7,119.85,4448,41,18,8,0
6,25.86,10860,8,15,9,0
10,13.31,8210,57,75,8,1
6,63.87,6461,8,43,9,0
5,62.16,3650,39,31,3,0
6,17.44,4492,87,13,2,0
9,131.45,8061,24,70,4,0
3,53.2,2622,32,3,0,0
4,41.21,6139,30,35,1,0
8,13.22,10565,81,65,7,1
1,36.75,1695,29,0,1,0
4,30.69,1778,83,26,2,0
7,71.65,11910,23,53,1,0
9,42.4,1163,50,15,0,0
8,89.08,5088,53,76,8,0
6,122.61,2900,38,27,1,0
2,43.45,10837,91,57,5,0
5,43.77,4053,89,40,3,0
7,47.39,3186,60,39,7,1
8,111.97,3664,14,55,2,0
8,121.73,1394,73,27,4,1
4,29.41,4697,40,52,4,0
5,43.09,5468,19,53,9,0
3,144.31,4784,52,72,7,0
8,132.99,7332,59,66,5,1
10,31.57,11945,69,55,7,0
8,98.9,5560,6,16,7,0
9,67.15,9536,44,20,1,0
3,90.91,10016,72,76,8,1
5,36.54,4178,85,42,9,1
6,97.21,11857,23,50,5,0
1,143.64,8317,100,28,8,1
8,41.93,10101,1,19,1,0
9,55.97,4947,95,71,9,0
10,34.83,10811,18,32,1,0
3,129.84,9328,86,57,4,0
2,145.93,6497,30,67,4,1
8,15.62,5773,65,24,4,0
3,108.88,7532,66,28,4,0
9,10.88,2370,39,73,10,0
10,79.94,7824,11,52,7,0
10,139.27,9439,29,9,2,0
5,142.58,10188,86,28,3,0
4,50.58,9835,49,9,3,0
9,141.89,6261,3,14,8,0
1,81.36,1679,11,68,4,0
8,121.6,1931,14,52,0,0
5,74.92,6138,91,11,3,0
9,58.59,10464,2,15,1,0
5,106.49,6162,89,37,3,0
4,24.54,4156,55,13,6,0
7,109.47,6277,54,6,0,0
8,79.95,4625,82,67,8,0
1,99.72,8213,26,22,9,0
10,83.87,3374,66,3,3,0
7,138.02,4519,39,44,9,0
9,136.31,3622,37,38,0,0
2,142.53,7589,53,8,1,1
1,52.38,9509,9,49,2,0
7,70.84,10887,15,33,1,0
9,11.16,9507,63,56,6,0
1,46.77,7018,42,72,7,0
1,18.88,3107,68,5,6,0
1,149.54,9791,4,2,3,0
5,119.28,1678,64,21,0,0
3,64.8,11598,52,78,2,0
6,16.41,11682,2,79,9,0
10,45.3,7784,76,32,2,0
5,130.0,6432,96,22,6,1
9,27.87,9286,77,50,10,0
9,115.34,10359,99,55,8,1
10,123.58,1097,64,28,5,0
10,94.37,3578,39,24,4,0
4,55.68,11688,55,47,2,0
8,26.73,1577,98,42,7,0
8,60.83,3432,21,62,7,0
9,136.25,4572,74,76,4,0
4,61.68,10496,5,32,0,0
8,22.86,5701,11,36,4,0
4,15.85,3101,41,24,9,1
5,51.16,4118,50,47,3,0
3,102.86,5427,28,58,5,0
9,55.91,6655,52,53,4,0
1,41.54,7248,67,42,9,0
10,33.37,10449,80,24,5,0
6,68.53,3780,97,33,1,0
2,24.78,6763,25,42,5,0
10,99.44,3582,54,12,2,0
2,149.87,5324,90,1,6,0
1,127.55,3056,24,21,6,0
1,94.34,8874,16,68,10,0
4,125.39,3002,31,62,4,0
9,49.63,9134,40,2,3,0
3,38.45,10970,85,17,5,0
10,21.18,6634,95,5,6,0
1,21.42,3277,27,36,10,0
3,48.92,6602,81,78,2,0
9,126.55,6413,45,53,2,0
10,84.82,1969,29,59,1,0
9,109.96,10021,58,68,8,0
10,51.87,1443,32,52,2,0
5,147.77,3151,99,3,6,0
2,95.95,5260,62,11,0,0
7,120.04,3341,15,1,2,0
9,148.99,7184,6,80,6,1
5,87.75,3418,66,48,6,0
2,97.55,6530,80,48,2,0
10,139.3,5804,52,69,8,1
4,147.44,9992,36,55,9,1
8,130.5,1720,6,69,5,1
2,140.77,1120,9,25,10,0
7,21.94,1786,92,41,6,1
6,137.63,5532,91,76,2,0
1,40.87,9340,90,17,9,0
10,20.2,11407,42,9,4,0
9,72.71,6974,93,61,2,1
4,27.25,3679,31,32,2,0
9,109.73,6537,10,6,8,0
3,117.54,7141,19,22,8,0
5,85.83,9776,7,13,0,0
7,71.53,3369,51,71,9,0
10,70.68,10578,15,18,0,0
2,77.06,8285,40,31,7,0
3,98.16,8531,97,38,1,0
2,80.0,3094,0,64,9,0
1,83.96,5615,89,14,1,0
10,123.99,11877,54,19,8,0
8,22.97,7414,18,56,7,1
4,88.13,5560,56,25,3,0
2,121.27,3715,45,57,4,0
8,36.27,11279,81,0,1,0
6,26.43,10899,63,63,1,0
5,62.1,11468,71,4,1,0
10,121.85,8277,39,22,6,0
1,35.7,6774,28,79,0,0
1,138.07,11104,19,73,7,0
3,106.81,2157,72,44,0,1
3,103.15,9450,53,27,10,0
7,121.95,2674,96,34,3,0
2,29.0,9326,90,54,5,0
3,56.31,6992,33,31,7,0
2,85.82,8621,49,11,2,0
7,26.08,8100,45,2,7,0
7,45.79,9423,87,66,0,0
6,57.88,1822,0,44,2,0
5,141.37,2615,92,20,9,0
4,69.06,9724,11,38,0,0
2,84.42,11606,72,35,6,0
9,109.13,8197,51,70,4,0
3,75.35,10428,92,23,8,0
4,68.49,1593,85,76,0,0
3,119.61,9115,49,63,4,1
3,15.6,1254,62,65,10,1
2,75.91,2385,22,72,1,0
1,139.97,8179,93,54,6,1
4,75.13,10824,97,2,4,0
9,92.28,6326,72,28,8,0
9,142.55,1217,82,53,0,0
1,21.28,8462,37,17,1,0
10,136.74,6476,63,39,3,1
4,50.34,8865,59,37,1,0
7,56.83,2882,54,57,7,0
8,105.45,9277,25,23,8,0
9,111.23,7668,8,26,8,0
9,87.87,8148,58,48,2,0
4,59.52,10672,60,75,9,1
7,36.39,5006,72,55,8,0
7,106.25,8011,58,73,9,1
6,100.43,4443,94,14,5,0
7,20.23,10959,65,77,5,0
4,50.08,4792,45,66,4,0
8,57.01,1929,79,0,10,0
7,31.99,3789,58,39,7,0
4,69.18,11179,83,75,9,1
3,42.06,3255,55,47,10,1
8,149.23,10298,46,77,10,0
4,21.99,6953,77,45,1,1
8,140.82,2495,5,24,0,0
6,49.91,8254,23,77,9,0
10,55.75,9936,45,31,2,0
7,64.24,3243,8,3,3,0
7,69.08,11029,52,29,5,0
9,35.39,1154,56,12,2,0
9,92.73,6182,20,2,2,0
1,25.95,1844,21,63,2,1
8,135.02,1180,10,12,10,0
7,84.65,9073,70,42,2,0
7,111.68,1240,20,62,4,0
10,121.43,9138,35,78,4,0
3,39.44,8104,79,0,2,0
6,129.02,8399,75,7,0,0
1,68.6,8701,57,30,9,0
4,33.1,4909,82,55,7,1
4,123.25,11974,19,19,4,0
7,116.77,10330,48,47,6,0
9,62.82,9255,50,17,6,0
4,30.12,9334,50,30,3,0
8,143.45,9117,79,7,4,0
2,99.7,1643,35,0,6,0
1,136.12,8616,52,4,10,0
9,129.95,7702,66,0,3,0
8,67.5,8327,88,46,10,0
1,42.42,11863,52,76,6,0
5,83.38,11761,55,36,6,0
8,15.13,6180,52,3,10,0
4,13.91,10771,1,61,4,0
4,117.77,9170,32,2,2,0
8,23.48,9746,38,77,7,1
8,72.98,10788,12,35,0,0
5,10.9,3460,30,27,1,0
10,17.33,4322,0,36,1,0
10,82.45,7694,60,33,1,0
7,98.71,5836,72,75,1,0
7,75.03,1502,71,6,10,0
7,126.25,6316,64,29,6,0
2,88.23,5218,84,11,4,1
7,116.98,4860,15,74,1,0
8,71.32,10370,1,13,10,0
5,16.43,7383,64,59,9,1
8,130.14,7752,70,70,3,0
7,102.1,6932,63,34,7,0
10,30.59,8792,37,33,10,0
3,77.17,7092,35,6,6,0
10,101.02,4693,95,24,10,0
8,146.05,11488,45,69,9,0
5,41.01,4025,69,45,9,0
6,137.14,6519,97,58,1,0
9,77.16,6959,62,33,9,0
5,89.18,7791,46,74,9,0
2,86.31,11279,78,66,9,0
9,145.17,9380,33,77,5,0
1,115.98,10249,71,38,4,1
7,149.93,10030,56,42,3,1
9,106.39,3478,67,71,1,0
3,145.84,9605,17,64,7,0
7,46.72,4337,55,65,9,0
1,18.63,4291,72,13,5,0
7,123.75,8071,90,67,5,1
5,83.28,11402,92,19,6,0
7,122.33,3804,19,74,10,1
3,31.99,5837,15,38,9,0
2,140.02,8741,26,66,8,1
8,100.34,7712,99,21,1,0
4,61.97,6299,12,53,4,0
9,77.17,1526,75,71,8,1
5,127.48,2381,42,77,8,1
10,115.25,11862,82,66,7,1
8,108.7,11457,91,55,1,1
3,64.76,3416,81,41,8,1
10,50.97,11855,68,18,6,0
3,29.49,2381,98,37,9,0
4,103.42,4974,53,2,1,0
6,56.62,5314,49,20,8,0
1,90.34,10900,63,62,4,0
7,89.73,3965,20,20,2,0
8,143.0,6801,19,41,3,0
1,67.33,6908,84,26,0,0
10,101.18,2202,75,27,10,0
9,59.22,11285,56,14,5,0
5,136.76,2708,10,63,9,0
4,114.82,6524,42,28,7,0
7,149.69,5667,68,14,9,1
8,17.72,6796,96,57,4,0
9,84.35,4497,33,1,6,0
5,77.51,3943,28,8,5,0
3,144.25,9735,41,5,5,0
6,74.27,5127,64,17,7,0
7,102.22,11749,88,66,4,0
6,33.28,9004,28,61,6,0
10,27.27,2209,80,21,3,0
10,145.55,3506,3,10,1,0
7,22.42,8260,35,25,4,0
3,35.3,4359,20,4,6,0
9,131.64,1449,89,35,9,1
7,143.32,8150,79,7,10,0
10,47.31,2095,25,6,8,0
9,150.0,5517,19,33,5,0
3,145.65,1594,36,61,10,1
3,110.85,11887,17,15,6,0
10,99.51,5251,75,4,9,0
4,139.69,1973,62,64,6,1
4,129.08,4876,14,74,1,0
5,41.67,7362,34,65,4,0
6,67.79,4184,29,56,10,0
10,138.37,5965,47,62,3,0
6,23.3,9398,14,13,0,0
7,109.52,8141,45,9,3,0
8,53.4,5858,65,7,10,0
1,149.14,6271,68,55,7,1
7,53.85,11119,17,45,2,0
3,84.34,8140,77,29,5,0
8,58.08,4447,22,20,1,0
9,143.08,3013,72,26,1,0
10,64.96,7153,11,59,2,0
4,104.83,4281,85,35,8,0
10,28.37,4309,81,29,6,0
9,73.63,9744,44,9,9,0
1,60.81,6971,69,30,4,0
5,94.24,1843,81,7,9,0
9,35.36,7907,63,10,4,0
4,34.29,4041,49,13,4,0
3,62.62,2881,21,20,8,0
4,148.38,4476,12,59,9,0
4,29.47,10763,36,12,8,0
10,134.7,1848,92,54,4,1
7,68.79,5901,13,13,0,0
4,88.86,2817,99,28,10,0
10,12.92,11684,36,27,10,0
6,92.77,8826,51,24,4,0
10,25.7,5028,63,79,9,0
2,114.04,10316,64,65,4,0
4,106.0,5735,81,66,5,0
7,25.33,4289,86,54,2,0
3,100.68,10031,56,68,1,0
4,32.15,6875,30,28,9,0
7,87.49,4091,52,77,3,0
10,132.16,2332,52,72,3,0
8,83.23,7636,65,16,10,0
7,104.13,2860,52,75,5,1
4,23.68,4146,72,20,1,0
3,33.18,7987,31,33,0,0
4,61.0,8721,47,75,2,0
4,45.51,4058,12,10,2,0
2,60.18,6784,90,30,1,0
1,42.51,2801,21,26,8,0
7,60.29,9794,25,73,3,0
1,48.65,9914,78,15,3,0
9,62.52,10736,9,1,7,0
7,99.78,8711,100,2,8,0
9,65.49,2593,4,49,1,0
4,48.28,9206,76,1,6,0
10,87.67,1913,30,38,4,0
8,18.45,11382,46,6,2,0
3,140.87,10096,84,13,2,0
9,52.52,7478,92,3,7,0
10,41.01,11011,7,35,7,0
7,140.58,3741,92,41,2,1
1,66.1,4080,18,77,9,0
1,58.6,7376,84,80,3,0
3,58.68,9011,97,75,8,0
6,86.32,10112,23,35,0,0
5,105.71,9826,22,25,4,0
2,139.72,10772,64,28,0,0
8,123.68,11420,20,5,7,0
4,12.52,5196,10,56,0,0
4,62.29,9156,11,2,0,0
9,27.22,4327,50,55,4,0
2,47.43,4690,18,64,0,0
8,16.28,5419,71,22,1,0
10,87.78,8868,71,6,7,0
6,45.41,3241,89,17,0,0
7,88.97,4665,57,6,9,0
8,147.52,7116,80,72,8,1
9,122.76,11026,88,32,0,0
6,147.82,7840,58,16,3,0
10,53.7,3436,13,19,7,0
4,103.64,5484,95,66,6,1
1,16.81,6927,61,45,9,0
7,134.14,3178,23,9,4,0
7,51.55,8490,63,21,5,0
5,124.09,8577,8,38,3,0
7,142.09,7653,91,54,10,1
3,64.51,2263,47,10,2,0
1,34.02,7522,16,52,4,0
2,64.72,6612,38,7,2,0
5,94.94,7827,76,66,5,0
1,11.7,7815,65,34,6,0
9,16.45,6234,75,21,7,0
10,86.95,11231,93,76,6,0
4,31.41,6361,52,65,5,0
6,134.47,1719,68,78,9,1
1,33.0,8730,56,26,7,0
9,50.86,2717,10,60,7,0
6,106.86,4162,83,59,8,1
8,72.53,5722,32,10,10,0
1,132.0,1989,47,63,6,1
8,102.49,4011,58,70,4,0
3,62.12,8776,84,73,4,0
6,120.98,3818,60,4,9,0
8,24.84,8515,84,57,8,0
7,51.67,11282,57,9,4,0
6,130.41,8733,44,77,5,0
7,14.43,3695,42,20,2,0
8,124.42,10920,88,55,6,1
9,32.31,3194,66,8,9,0
1,93.2,1438,59,4,7,0
3,93.21,2299,92,61,0,0
4,75.94,1287,94,21,1,0
6,147.25,7065,43,4,5,0
3,54.32,6583,72,34,2,0
4,60.32,5900,48,72,9,0
10,110.69,6248,89,63,4,0
10,30.06,4419,67,75,3,0
8,92.08,2518,10,71,7,0
9,22.21,10986,95,10,2,0
4,51.59,5898,68,20,6,0
4,104.74,6941,88,21,10,1
4,71.09,11384,44,0,6,0
10,54.76,11116,53,12,4,0
1,65.37,10694,10,36,4,0
5,64.95,4164,73,66,0,0
4,135.01,4130,18,60,0,0
6,78.24,2416,51,39,8,0
6,26.17,9374,96,53,5,0
3,128.58,4843,24,63,4,0
3,141.0,10254,47,24,6,0
4,24.1,6392,55,2,7,0
3,109.87,6804,71,58,4,0
1,73.13,3438,36,22,10,0
6,147.79,3138,55,69,9,0
8,92.27,4027,78,11,9,0
3,51.48,5739,73,36,8,0
7,121.03,7546,78,29,7,1
8,147.24,8595,49,68,3,1
9,89.49,1592,94,18,6,0
2,141.49,9876,55,73,0,0
2,42.82,6725,24,32,8,0
3,65.79,8961,31,51,3,0
4,127.47,2424,81,36,9,1
1,51.24,6940,58,26,1,0
1,43.73,1020,36,55,9,0
10,19.34,8490,37,50,2,0
2,38.5,9197,6,25,0,0
10,94.82,6126,23,11,7,0
10,121.22,2338,38,8,3,0
2,137.37,10658,49,0,9,0
7,50.67,6411,52,46,8,0
7,52.26,10288,59,50,2,0
6,15.77,9462,78,80,4,0
1,149.81,6921,68,31,2,0
8,61.82,10181,15,73,3,0
9,120.07,6374,20,80,1,1
3,45.95,5752,15,27,9,0
5,108.71,9894,16,21,9,0
3,135.5,3534,54,10,4,0
3,62.62,5370,30,42,0,0
8,29.75,8826,75,47,7,0
8,87.69,3574,10,57,9,0
9,52.08,2323,18,33,0,0
9,73.23,11050,11,27,9,0
4,25.95,5158,19,1,1,0
10,106.32,2686,95,70,8,1
4,80.34,5658,80,49,2,0
5,81.78,6571,84,1,6,0
3,39.79,4968,28,67,2,1
7,37.75,8630,33,30,5,0
5,75.52,11332,30,66,1,0
7,125.62,9842,23,1,0,0
5,140.12,1471,67,66,8,1
6,143.16,8496,22,73,5,0
3,63.13,3440,83,63,5,0
5,78.05,4182,2,46,6,0
7,63.03,3601,41,75,3,0
4,39.44,10407,49,38,8,0
1,81.41,6398,90,19,5,0
5,73.03,2731,35,33,2,0
3,59.39,3392,22,60,4,0
10,37.07,3970,29,70,7,0
7,102.44,7294,30,73,4,0
6,93.26,4994,44,4,4,0
6,29.73,11640,5,66,0,0
2,144.62,4541,29,66,8,0
9,60.16,3808,84,52,0,0
8,42.07,3060,82,48,0,0
8,99.09,7137,30,11,7,0
8,55.49,3668,27,54,0,0
1,12.39,9261,42,22,7,0
7,94.02,3373,76,21,0,0
1,65.15,11845,28,28,6,0
2,10.13,11136,27,9,5,0
6,124.28,9624,72,32,5,0
6,51.78,4141,1,35,8,0
3,32.99,7921,62,50,9,0
3,20.63,1684,63,52,0,1
9,103.01,2686,25,45,7,0
3,94.27,10523,100,53,1,0
3,77.85,9933,10,63,1,0
4,137.36,11704,48,28,7,0
10,38.42,9373,51,23,3,0
6,119.94,9407,71,27,0,0
7,138.36,7555,23,59,0,0
3,115.29,2808,10,58,10,0
5,52.63,7743,48,63,8,1
5,122.42,4624,10,10,5,0
10,43.51,4087,30,15,8,0
8,142.56,11536,25,50,0,0
7,139.26,3528,19,5,7,0
6,69.36,6223,3,5,6,0
8,17.13,3143,26,50,0,0
6,87.26,4454,39,20,7,0
